          32   6.66839111523112       0.334593090287512     
          37   5.34079423691403       0.241536722475823     
          42   5.01110933162639       0.183493965938047     
          47   3.82239525379973       0.144139031439920     
          52   3.06040121291790       0.116298669476537     
          57   3.08108510802578       9.623734689867501E-002
          62   2.70610354589700       8.183368642731147E-002
          67   2.56790517640890       7.155398972451044E-002
          72   2.38666768857093       6.373660135525600E-002
          77   1.87395268821352       5.735487437497185E-002
          82   2.02317863564703       5.196779733831833E-002
          87   1.92882542540288       4.737956306154183E-002
          92   1.80775749750822       4.346025915404123E-002
          97   1.65391276699967       4.023051600180044E-002
         104   1.70656499133512       2.555655493236061E-002
         113   1.58052575350774       2.271412929254264E-002
         122   1.42014079776729       2.040499570716606E-002
         131   1.30556840149560       1.851396215428389E-002
         140   1.34642622263371       1.692333118851092E-002
         149   1.19484591890807       1.554877809752453E-002
         158   1.19567367592209       1.435231856924930E-002
         167   1.08684295244844       1.326215528487802E-002
         176   1.03313084498767       1.225256268906174E-002
         185  0.983430992209160       1.130132413871975E-002
         194  0.922192747495790       1.038925222078801E-002
         203  0.827585713624300       9.515648692343301E-003
         212  0.784769089079608       8.672838246982844E-003
         221  0.745820195168665       7.859644808542482E-003
         230  0.673311525052231       7.081043903861856E-003
         239  0.633804415887119       6.341230991719789E-003
         248  0.553912445898972       5.644651447344380E-003
         257  0.496162486585394       4.995863068845191E-003
         266  0.450808813449017       4.399644814475796E-003
         275  0.422288918628954       3.855655390936941E-003
         284  0.353599963162607       3.364691746690117E-003
         293  0.319488382624050       2.925779599731949E-003
         302  0.270940798976873       2.537700693878603E-003
         311  0.236849830958404       2.196833932352506E-003
         320  0.209317055710810       1.900032218602257E-003
         329  0.184429110718002       1.643312497116559E-003
         338  0.156637422862293       1.423367182136349E-003
         347  0.130459991880016       1.236777750521028E-003
         356  0.117260402339391       1.080298401440677E-003
         365  0.103626453838469       9.507723021720141E-004
         374  9.187244661346586E-002  8.452679759124369E-004
         383  8.136598401966437E-002  7.610666023884072E-004
         392  7.350907049797925E-002  6.952049758828611E-004
         401  6.821541069813415E-002  6.447090454636175E-004
         410  6.528013659325485E-002  6.068181330633000E-004
         419  6.243920408152213E-002  5.788837995102308E-004
         428  6.119050791287931E-002  5.583407846051855E-004
         437  5.863410523429434E-002  5.430598247111532E-004
         446  5.918880425575923E-002  5.314437762053224E-004
         455  6.256065418346118E-002  5.220632450027163E-004
         464  6.523022460096732E-002  5.137195942373422E-004
         473  6.160228177039968E-002  5.054589865293359E-004
         482  6.326814468117589E-002  4.965240022524788E-004
         491  6.336103393138158E-002  4.862850414789621E-004
         500  6.186272362013340E-002  4.743746517757253E-004
         509  6.283558312923848E-002  4.601064577547150E-004
         518  6.019913367720595E-002  4.449712092527144E-004
         527  5.860129621070505E-002  4.283708851026445E-004
         536  5.549144686321079E-002  4.107010787864661E-004
         545  5.362578385093446E-002  3.924245856138022E-004
         554  5.284962972825559E-002  3.740325096318581E-004
         563  5.076293872684154E-002  3.559531743383251E-004
         572  4.658199991652815E-002  3.384832645452713E-004
         581  4.516176392860624E-002  3.216529578789946E-004
         590  4.314365885628581E-002  3.054330509453555E-004
         599  3.890062385123298E-002  2.898199844618820E-004
         608  3.635087858250832E-002  2.749141929234861E-004
         617  3.557511857700352E-002  2.608392727582015E-004
         626  3.152912925437843E-002  2.477230370003860E-004
         635  3.041572318003626E-002  2.357173578729096E-004
         644  2.847641713538476E-002  2.249145934647516E-004
         653  2.757374353690643E-002  2.153848429177924E-004
         662  2.677385775141589E-002  2.071319479020050E-004
         671  2.569076427698889E-002  2.001560793225773E-004
         680  2.424624222499189E-002  1.944534925398587E-004
         689  2.438215424135828E-002  1.899503138818092E-004
         698  2.457696265712391E-002  1.865145871948702E-004
         707  2.404215189987284E-002  1.839895289783592E-004
         716  2.364762355247025E-002  1.822059326210676E-004
         725  2.414212733255941E-002  1.809729903211154E-004
         734  2.419944677602274E-002  1.801087647745597E-004
         743  2.515436010888059E-002  1.794711069572919E-004
         752  2.546935231595237E-002  1.789702004136676E-004
         761  2.581767364665897E-002  1.784563653270078E-004
         770  2.522245067086617E-002  1.781000704250830E-004
         779  2.470454395370378E-002  1.776664467710070E-004
         788  2.542177112144013E-002  1.767826190880009E-004
         797  2.477288015289820E-002  1.757670278484370E-004
         806  2.440127898996644E-002  1.741297836035745E-004
         815  2.435654578536271E-002  1.716832908436607E-004
         824  2.362298147067734E-002  1.684322000941095E-004
         833  2.288593780585526E-002  1.642976255300856E-004
         842  2.243731115411257E-002  1.594290994262440E-004
         851  2.100144178545841E-002  1.540252840604336E-004
         860  2.021705305798244E-002  1.482033456328688E-004
         869  1.871680693669386E-002  1.422232152347697E-004
         878  1.792935589772814E-002  1.364909334880875E-004
         887  1.680305149273886E-002  1.307185368690353E-004
         896  1.547232752422662E-002  1.248934308435848E-004
         905  1.454184101599372E-002  1.191119571753974E-004
         914  1.335545857737096E-002  1.134671058969117E-004
         923  1.221903811565891E-002  1.080486116971012E-004
         932  1.152739188338845E-002  1.029399254995480E-004
         941  1.047222853907939E-002  9.821250282127836E-005
         950  9.657688136666735E-003  9.392164834586319E-005
         959  9.115885067373092E-003  9.011859858966080E-005
         968  8.485334987914121E-003  8.684343618075102E-005
         977  7.714595270609769E-003  8.411512203771751E-005
         986  7.308998597533548E-003  8.193123270243919E-005
         995  7.088873036199417E-003  8.027588544627850E-005
        1004  6.651918590078915E-003  7.915294464627229E-005
        1013  6.845541726214988E-003  7.848148031667296E-005
        1022  6.452316631415557E-003  7.821314184981384E-005
        1031  6.432466997520301E-003  7.828564211504783E-005
        1040  6.449419484336331E-003  7.863518709996522E-005
        1049  6.448633645127272E-003  7.919345592668094E-005
        1058  6.572062640812358E-003  7.989375923836013E-005
        1067  6.362106771089823E-003  8.067464330391680E-005
        1076  6.528113324898014E-003  8.148155839038362E-005
        1085  6.614930184151750E-003  8.226892968720277E-005
        1094  6.558112128724970E-003  8.299898117862936E-005
        1103  6.595707892404064E-003  8.364247764487216E-005
        1112  6.490877927572865E-003  8.417839389702156E-005
        1121  6.461821486731985E-003  8.459473263983252E-005
        1130  6.362771844264183E-003  8.489104215299560E-005
        1139  6.183418684237382E-003  8.506355881821979E-005
        1148  5.919301646991009E-003  8.511286044220563E-005
        1157  5.910400379200948E-003  8.505002468372458E-005
        1166  5.575413290712396E-003  8.489767563406367E-005
        1175  5.355930784494197E-003  8.467057716307978E-005
        1184  5.339272897618840E-003  8.439377030540895E-005
        1193  4.961144534088537E-003  8.416412102760347E-005
          32   6.78290787051539       0.167076658216210     
          37   5.63545011945003       0.115355899835147     
          42   5.12106145634710       8.409128086333038E-002
          47   3.96518034662797       6.396410620576748E-002
          52   3.10512117510702       5.060595081856272E-002
          57   3.27243072222382       4.162346359647768E-002
          62   2.64601625442039       3.532435682446704E-002
          67   2.59643142898418       3.071185625628313E-002
          72   2.36672525742346       2.712267696013766E-002
          77   1.81187024230605       2.414017708563350E-002
          82   1.96384705702553       2.167489171358485E-002
          87   1.95000678599377       1.962638046979270E-002
          92   1.76023659048183       1.790969841872002E-002
          97   1.68628135693788       1.648568532352874E-002
         104   1.70861982281280       1.137623423740074E-002
         113   1.52415149355653       1.011564459152164E-002
         122   1.43898731708882       9.096910780839750E-003
         131   1.32592023508342       8.254522231942086E-003
         140   1.33625050890580       7.546192395286676E-003
         149   1.20447839116602       6.922018325817413E-003
         158   1.18885254940554       6.371096486714234E-003
         167   1.08691258403850       5.866318941886451E-003
         176   1.02425277037511       5.396776382694301E-003
         185  0.970379287048361       4.953794915333260E-003
         194  0.905123144003244       4.531558657011130E-003
         203  0.837988774533143       4.130821704518699E-003
         212  0.790862549803225       3.747554164147700E-003
         221  0.754395461267332       3.384918107262594E-003
         230  0.664875732002353       3.044850900692222E-003
         239  0.636215929547338       2.725222412146947E-003
         248  0.554294820672881       2.429392612972961E-003
         257  0.498170178707553       2.155353541350330E-003
         266  0.443516577742007       1.904871291423033E-003
         275  0.416123724972015       1.677291419759700E-003
         284  0.355834714950844       1.472078889711685E-003
         293  0.316369557469133       1.286682253779056E-003
         302  0.269710408767439       1.123083046483127E-003
         311  0.236098488321975       9.763781843128155E-004
         320  0.206665531631813       8.472700199418418E-004
         329  0.184693507312082       7.340715870782528E-004
